# REQ-159 (`#1321`) · AC3 —— alpha 在 sidecar 进程里的写盘调用点登记簿。
# 四列 TAB:<文件> <fs API> <第一个实参(归一化)> <根>。根 = process-fence-profile.ts 的 W-id(可 `+` 连多个)、
# `arg`(路径来自调用方;具体根登记在调用方那一行)、或 `main-only`(在闭包里但只有 main 进程执行到,见 isValidRoot)。
# 新行由 --write 生成时根填 TODO —— 评审必须改成真根;
# 点不出根 = 新的写入根 = 要么给可写集加行(带实测),要么改代码。判据:process-fence-write-sites.test.ts。
# 重生:bun packages/ui-mac/scripts/process-fence-write-sites.ts --write(只写签名,不改已填的根)。
packages/ui-mac/src/main/ext-config.ts	mkdirSync	path.dirname(target)	W2+W6+W1
packages/ui-mac/src/main/ext-config.ts	renameSync	tmp	W2+W6+W1
packages/ui-mac/src/main/ext-config.ts	unlinkSync	bak	W2+W6+W1
packages/ui-mac/src/main/ext-config.ts	unlinkSync	tmp	W2+W6+W1
packages/ui-mac/src/main/ext-config.ts	writeFileSync	bak	W2+W6+W1
packages/ui-mac/src/main/ext-config.ts	writeFileSync	tmp	W2+W6+W1
packages/ui-mac/src/main/ext-receipt-v2.ts	mkdirSync	root	W2
packages/ui-mac/src/main/ext-receipt-v2.ts	renameSync	file	W2
packages/ui-mac/src/main/ext-receipt-v2.ts	unlinkSync	file	W2
packages/ui-mac/src/main/ext-receipt-v2.ts	writeFileSync	evidence	W2
packages/ui-mac/src/main/process-fence-apply.ts	rmSync	p	W3
packages/ui-mac/src/main/process-fence-apply.ts	writeFileSync	p	W3
packages/ui-mac/src/main/remote-catalog.ts	mkdirSync	userDataPath	W3
packages/ui-mac/src/main/remote-catalog.ts	writeFileSync	cachePath(userDataPath)	W3
# `#1322` workspace-write-probe.ts:工作区写探针(sidecar 进程里执行)。登记 W1 = 它**该**落的根(当前工作区);
# 「落不进(EPERM)」正是它要回报的事实,不是登记簿要掩盖的事实 —— 与 process-fence-apply.ts 的自证探针同一口径。
packages/ui-mac/src/main/workspace-write-probe.ts	rmSync	p	W1
packages/ui-mac/src/main/workspace-write-probe.ts	writeFileSync	p	W1
